Tick (ms),ADC Value,ForceValue
18832,36,24.35586207
18834,22,14.88413793
18836,43,29.09172414
18838,41,27.73862069
18840,36,24.35586207
18842,-17,-11.50137931
18844,-37,-25.03241379
18846,-13,-8.795172414
18848,-22,-14.88413793
18850,25,16.9137931
18852,46,31.12137931
18854,34,23.00275862
18856,49,33.15103448
18858,2,1.353103448
18860,-2,-1.353103448
18862,-15,-10.14827586
18864,-40,-27.06206897
18866,-23,-15.56068966
18868,-3,-2.029655172
18870,-5,-3.382758621
18872,34,23.00275862
18874,38,25.70896552
18876,18,12.17793103
18878,0,0
18880,-13,-8.795172414
18882,-42,-28.41517241
18884,-38,-25.70896552
18886,-17,-11.50137931
18888,-10,-6.765517241
18890,28,18.94344828
18892,10,6.765517241
18894,6,4.059310345
18896,1,0.676551724
18898,14,9.471724138
18900,-25,-16.9137931
18902,5,3.382758621
18904,10,6.765517241
18906,-4,-2.706206897
18908,6,4.059310345
18910,8,5.412413793
18912,28,18.94344828
18914,9,6.088965517
18916,19,12.85448276
18918,21,14.20758621
18920,0,0
18922,31,20.97310345
18924,10,6.765517241
18926,24,16.23724138
18928,21,14.20758621
18930,34,23.00275862
18932,40,27.06206897
18934,7,4.735862069
18936,18,12.17793103
18938,26,17.59034483
18940,8,5.412413793
18942,-1,-0.676551724
18944,9,6.088965517
18946,17,11.50137931
18948,42,28.41517241
18950,18,12.17793103
18952,38,25.70896552
18954,13,8.795172414
18956,4,2.706206897
18958,-28,-18.94344828
18960,-12,-8.11862069
18962,2,1.353103448
18964,-2,-1.353103448
18966,21,14.20758621
18968,14,9.471724138
18970,25,16.9137931
18972,-14,-9.471724138
18974,-6,-4.059310345
18976,-38,-25.70896552
18978,-48,-32.47448276
18980,-33,-22.3262069
18982,-17,-11.50137931
18984,-6,-4.059310345
18986,-2,-1.353103448
18988,1,0.676551724
18990,-14,-9.471724138
18992,-41,-27.73862069
18994,-19,-12.85448276
18996,-35,-23.67931034
18998,-6,-4.059310345
19000,7,4.735862069
19002,18,12.17793103
19004,-17,-11.50137931
19006,10,6.765517241
19008,-21,-14.20758621
19010,-26,-17.59034483
19012,-39,-26.38551724
19014,6,4.059310345
19016,-1,-0.676551724
19018,22,14.88413793
19020,13,8.795172414
19022,10,6.765517241
19024,1,0.676551724
19026,-1,-0.676551724
19028,-20,-13.53103448
19030,-5,-3.382758621
19032,2,1.353103448
19034,3,2.029655172
19036,22,14.88413793
19038,-3,-2.029655172
19040,13,8.795172414
19042,6,4.059310345
19044,-16,-10.82482759
19046,-5,-3.382758621
19048,-12,-8.11862069
19050,0,0
19052,12,8.11862069
19054,-9,-6.088965517
19056,1,0.676551724
19058,-28,-18.94344828
19060,-19,-12.85448276
19062,0,0
19064,7,4.735862069
19066,0,0
19068,-20,-13.53103448
19070,-7,-4.735862069
19072,-9,-6.088965517
19074,-39,-26.38551724
19076,-41,-27.73862069
19078,-41,-27.73862069
19080,-32,-21.64965517
19082,0,0
19084,-20,-13.53103448
19086,-8,-5.412413793
19088,-27,-18.26689655
19090,-29,-19.62
19092,-31,-20.97310345
19094,-47,-31.79793103
19096,-47,-31.79793103
19098,-29,-19.62
19100,-21,-14.20758621
19102,-7,-4.735862069
19104,-7,-4.735862069
19106,-31,-20.97310345
19108,-58,-39.24
19110,-30,-20.29655172
19112,-59,-39.91655172
19114,-54,-36.5337931
19116,-19,-12.85448276
19118,4,2.706206897
19120,2,1.353103448
19122,0,0
19124,-33,-22.3262069
19126,-23,-15.56068966
19128,-35,-23.67931034
19130,-60,-40.59310345
19132,-29,-19.62
19134,-9,-6.088965517
19136,8,5.412413793
19138,5,3.382758621
19140,19,12.85448276
19142,-7,-4.735862069
19144,-27,-18.26689655
19146,-19,-12.85448276
19148,-59,-39.91655172
19150,-29,-19.62
19152,-14,-9.471724138
19154,0,0
19156,11,7.442068966
19158,-2,-1.353103448
19160,-31,-20.97310345
19162,-20,-13.53103448
19164,-31,-20.97310345
19166,-18,-12.17793103
19168,-23,-15.56068966
19170,6,4.059310345
19172,25,16.9137931
19174,-5,-3.382758621
19176,19,12.85448276
19178,-35,-23.67931034
19180,-41,-27.73862069
19182,-29,-19.62
19184,-50,-33.82758621
19186,-7,-4.735862069
19188,-8,-5.412413793
19190,0,0
19192,-4,-2.706206897
19194,-33,-22.3262069
19196,-46,-31.12137931
19198,-42,-28.41517241
19200,-31,-20.97310345
19202,-42,-28.41517241
19204,-24,-16.23724138
19206,-17,-11.50137931
19208,-17,-11.50137931
19210,-40,-27.06206897
19212,-40,-27.06206897
19214,-25,-16.9137931
19216,-33,-22.3262069
19218,-17,-11.50137931
19220,-29,-19.62
19222,-47,-31.79793103
19224,-18,-12.17793103
19226,-37,-25.03241379
19228,-34,-23.00275862
19230,-14,-9.471724138
19232,-18,-12.17793103
19234,-15,-10.14827586
19236,-5,-3.382758621
19238,-7,-4.735862069
19240,-3,-2.029655172
19242,-22,-14.88413793
19244,-37,-25.03241379
19246,-22,-14.88413793
19248,-41,-27.73862069
19250,-13,-8.795172414
19252,1,0.676551724
19254,6,4.059310345
19256,18,12.17793103
19258,5,3.382758621
19260,-11,-7.442068966
19262,-16,-10.82482759
19264,-29,-19.62
19266,-9,-6.088965517
19268,-7,-4.735862069
19270,8,5.412413793
19272,15,10.14827586
19274,-8,-5.412413793
19276,-20,-13.53103448
19278,-32,-21.64965517
19280,-26,-17.59034483
19282,-22,-14.88413793
19284,7,4.735862069
19286,-1,-0.676551724
19288,34,23.00275862
19290,-3,-2.029655172
19292,-27,-18.26689655
19294,-57,-38.56344828
19296,-36,-24.35586207
19298,-34,-23.00275862
19300,-13,-8.795172414
19302,11,7.442068966
19304,3,2.029655172
19306,33,22.3262069
19308,-7,-4.735862069
19310,4,2.706206897
19312,-20,-13.53103448
19314,-48,-32.47448276
19316,-39,-26.38551724
19318,-33,-22.3262069
19320,6,4.059310345
19322,26,17.59034483
19324,6,4.059310345
19326,14,9.471724138
19328,2,1.353103448
19330,-38,-25.70896552
19332,-25,-16.9137931
19334,-20,-13.53103448
19336,-22,-14.88413793
19338,-4,-2.706206897
19340,-1,-0.676551724
19342,8,5.412413793
19344,0,0
19346,7,4.735862069
19348,0,0
19350,-14,-9.471724138
19352,-27,-18.26689655
19354,-12,-8.11862069
19356,-12,-8.11862069
19358,13,8.795172414
19360,33,22.3262069
19362,-3,-2.029655172
19364,5,3.382758621
19366,-7,-4.735862069
19368,-14,-9.471724138
19370,-3,-2.029655172
19372,5,3.382758621
19374,-16,-10.82482759
19376,-22,-14.88413793
19378,-6,-4.059310345
19380,20,13.53103448
19382,15,10.14827586
19384,37,25.03241379
19386,10,6.765517241
19388,-2,-1.353103448
19390,8,5.412413793
19392,14,9.471724138
19394,2,1.353103448
19396,9,6.088965517
19398,-9,-6.088965517
19400,24,16.23724138
19402,-3,-2.029655172
19404,37,25.03241379
19406,30,20.29655172
19408,2,1.353103448
19410,11,7.442068966
19412,12,8.11862069
19414,-6,-4.059310345
19416,-5,-3.382758621
19418,11,7.442068966
19420,29,19.62
19422,24,16.23724138
19424,-3,-2.029655172
19426,-20,-13.53103448
19428,-9,-6.088965517
19430,-37,-25.03241379
19432,-11,-7.442068966
19434,-3,-2.029655172
19436,9,6.088965517
19438,21,14.20758621
19440,16,10.82482759
19442,11,7.442068966
19444,-21,-14.20758621
19446,-15,-10.14827586
19448,-3,-2.029655172
19450,1,0.676551724
19452,8,5.412413793
19454,7,4.735862069
19456,21,14.20758621
19458,39,26.38551724
19460,-6,-4.059310345
19462,-4,-2.706206897
19464,-19,-12.85448276
19466,-11,-7.442068966
19468,10,6.765517241
19470,1,0.676551724
19472,17,11.50137931
19474,38,25.70896552
19476,46,31.12137931
19478,22,14.88413793
19480,8,5.412413793
19482,1,0.676551724
19484,22,14.88413793
19486,13,8.795172414
19488,38,25.70896552
19490,36,24.35586207
19492,11,7.442068966
19494,12,8.11862069
19496,8,5.412413793
19498,38,25.70896552
19500,28,18.94344828
19502,44,29.76827586
19504,23,15.56068966
19506,12,8.11862069
19508,5,3.382758621
19510,17,11.50137931
19512,0,0
19514,33,22.3262069
19516,3,2.029655172
19518,32,21.64965517
19520,45,30.44482759
19522,27,18.26689655
19524,-6,-4.059310345
19526,-4,-2.706206897
19528,0,0
19530,13,8.795172414
19532,22,14.88413793
19534,15,10.14827586
19536,14,9.471724138
19538,6,4.059310345
19540,-5,-3.382758621
19542,-16,-10.82482759
19544,-21,-14.20758621
19546,5,3.382758621
19548,18,12.17793103
19550,16,10.82482759
19552,8,5.412413793
19554,-4,-2.706206897
19556,2,1.353103448
19558,-6,-4.059310345
19560,-27,-18.26689655
19562,17,11.50137931
19564,26,17.59034483
19566,3,2.029655172
19568,16,10.82482759
19570,-5,-3.382758621
19572,-8,-5.412413793
19574,-21,-14.20758621
19576,-4,-2.706206897
19578,11,7.442068966
19580,21,14.20758621
19582,11,7.442068966
19584,0,0
19586,-8,-5.412413793
19588,-8,-5.412413793
19590,-17,-11.50137931
19592,11,7.442068966
19594,11,7.442068966
19596,4,2.706206897
19598,18,12.17793103
19600,0,0
19602,7,4.735862069
19604,-8,-5.412413793
19606,-12,-8.11862069
19608,8,5.412413793
19610,0,0
19612,11,7.442068966
19614,23,15.56068966
19616,0,0
19618,-13,-8.795172414
19620,0,0
19622,-7,-4.735862069
19624,-15,-10.14827586
19626,-8,-5.412413793
19628,-11,-7.442068966
19630,0,0
19632,13,8.795172414
19634,-4,-2.706206897
19636,1,0.676551724
19638,-3,-2.029655172
19640,-14,-9.471724138
19642,-20,-13.53103448
19644,-7,-4.735862069
19646,-17,-11.50137931
19648,21,14.20758621
19650,15,10.14827586
19652,-2,-1.353103448
19654,-11,-7.442068966
19656,-40,-27.06206897
19658,-24,-16.23724138
19660,-39,-26.38551724
19662,-31,-20.97310345
19664,-5,-3.382758621
19666,18,12.17793103
19668,8,5.412413793
19670,-14,-9.471724138
19672,-17,-11.50137931
19674,-5,-3.382758621
19676,-54,-36.5337931
19678,-65,-43.97586207
19680,-44,-29.76827586
19682,-10,-6.765517241
19684,6,4.059310345
19686,28,18.94344828
19688,22,14.88413793
19690,-14,-9.471724138
19692,-13,-8.795172414
19694,-47,-31.79793103
19696,-59,-39.91655172
19698,-44,-29.76827586
19700,-21,-14.20758621
19702,18,12.17793103
19704,38,25.70896552
19706,22,14.88413793
19708,-13,-8.795172414
19710,-48,-32.47448276
19712,-40,-27.06206897
19714,-27,-18.26689655
19716,-20,-13.53103448
19718,-7,-4.735862069
19720,1,0.676551724
19722,17,11.50137931
19724,5,3.382758621
19726,3,2.029655172
19728,-22,-14.88413793
19730,-25,-16.9137931
19732,-34,-23.00275862
19734,-24,-16.23724138
19736,-3,-2.029655172
19738,9,6.088965517
19740,0,0
19742,-3,-2.029655172
19744,-22,-14.88413793
19746,-34,-23.00275862
19748,-52,-35.18068966
19750,-26,-17.59034483
19752,-14,-9.471724138
19754,-15,-10.14827586
19756,11,7.442068966
19758,-8,-5.412413793
19760,15,10.14827586
19762,-43,-29.09172414
19764,-50,-33.82758621
19766,-59,-39.91655172
19768,-26,-17.59034483
19770,-38,-25.70896552
19772,-14,-9.471724138
19774,-14,-9.471724138
19776,-2,-1.353103448
19778,-6,-4.059310345
19780,-41,-27.73862069
19782,-37,-25.03241379
19784,-38,-25.70896552
19786,-43,-29.09172414
19788,-31,-20.97310345
19790,-42,-28.41517241
19792,0,0
19794,-17,-11.50137931
19796,-6,-4.059310345
19798,-23,-15.56068966
19800,-45,-30.44482759
19802,-44,-29.76827586
19804,-33,-22.3262069
19806,-34,-23.00275862
19808,-41,-27.73862069
19810,-6,-4.059310345
19812,0,0
19814,-14,-9.471724138
19816,-16,-10.82482759
19818,-5,-3.382758621
19820,-28,-18.94344828
19822,-20,-13.53103448
19824,-43,-29.09172414
19826,-18,-12.17793103
19828,-6,-4.059310345
19830,-30,-20.29655172
19832,-23,-15.56068966
19834,-12,-8.11862069
19836,14,9.471724138
19838,3,2.029655172
19840,2,1.353103448
19842,-26,-17.59034483
19844,-31,-20.97310345
19846,-47,-31.79793103
19848,-42,-28.41517241
19850,-14,-9.471724138
19852,13,8.795172414
19854,20,13.53103448
19856,12,8.11862069
19858,10,6.765517241
19860,-17,-11.50137931
19862,-28,-18.94344828
19864,-44,-29.76827586
19866,-53,-35.85724138
19868,-8,-5.412413793
19870,-5,-3.382758621
19872,7,4.735862069
19874,0,0
19876,-16,-10.82482759
19878,-30,-20.29655172
19880,-57,-38.56344828
19882,-31,-20.97310345
19884,-20,-13.53103448
19886,-15,-10.14827586
19888,5,3.382758621
19890,-15,-10.14827586
19892,6,4.059310345
19894,-21,-14.20758621
19896,-33,-22.3262069
19898,-39,-26.38551724
19900,-29,-19.62
19902,-31,-20.97310345
19904,5,3.382758621
19906,-10,-6.765517241
19908,-21,-14.20758621
19910,-4,-2.706206897
19912,-5,-3.382758621
19914,-36,-24.35586207
19916,-19,-12.85448276
19918,-6,-4.059310345
19920,-12,-8.11862069
19922,-14,-9.471724138
19924,-10,-6.765517241
19926,6,4.059310345
19928,-39,-26.38551724
19930,-7,-4.735862069
19932,0,0
19934,-18,-12.17793103
19936,-30,-20.29655172
19938,-8,-5.412413793
19940,-5,-3.382758621
19942,-15,-10.14827586
19944,-28,-18.94344828
19946,5,3.382758621
19948,1,0.676551724
19950,5,3.382758621
19952,2,1.353103448
19954,14,9.471724138
19956,-4,-2.706206897
19958,-21,-14.20758621
19960,-40,-27.06206897
19962,6,4.059310345
19964,0,0
19966,12,8.11862069
19968,3,2.029655172
19970,0,0
19972,-5,-3.382758621
19974,-16,-10.82482759
19976,-15,-10.14827586
19978,-16,-10.82482759
19980,5,3.382758621
19982,3,2.029655172
19984,9,6.088965517
19986,23,15.56068966
19988,24,16.23724138
19990,7,4.735862069
19992,1,0.676551724
19994,-34,-23.00275862
19996,-23,-15.56068966
19998,-9,-6.088965517
20000,-1,-0.676551724
20002,16,10.82482759
20004,34,23.00275862
20006,18,12.17793103
20008,16,10.82482759
20010,1,0.676551724
20012,-23,-15.56068966
20014,-10,-6.765517241
20016,-11,-7.442068966
20018,-3,-2.029655172
20020,10,6.765517241
20022,16,10.82482759
20024,6,4.059310345
20026,3,2.029655172
20028,7,4.735862069
20030,3,2.029655172
20032,6,4.059310345
20034,-16,-10.82482759
20036,17,11.50137931
20038,21,14.20758621
20040,31,20.97310345
20042,-6,-4.059310345
20044,-8,-5.412413793
20046,-18,-12.17793103
20048,13,8.795172414
20050,-3,-2.029655172
20052,1,0.676551724
20054,13,8.795172414
20056,25,16.9137931
20058,12,8.11862069
20060,4,2.706206897
20062,-11,-7.442068966
20064,13,8.795172414
20066,29,19.62
20068,23,15.56068966
20070,10,6.765517241
20072,-12,-8.11862069
20074,3,2.029655172
20076,-5,-3.382758621
20078,5,3.382758621
20080,31,20.97310345
20082,17,11.50137931
20084,3,2.029655172
20086,19,12.85448276
20088,10,6.765517241
20090,-10,-6.765517241
20092,7,4.735862069
20094,8,5.412413793
20096,10,6.765517241
20098,34,23.00275862
20100,29,19.62
20102,28,18.94344828
20104,27,18.26689655
20106,11,7.442068966
20108,-13,-8.795172414
20110,-2,-1.353103448
20112,-1,-0.676551724
20114,30,20.29655172
20116,41,27.73862069
20118,58,39.24
20120,48,32.47448276
20122,20,13.53103448
20124,20,13.53103448
20126,-13,-8.795172414
20128,-2,-1.353103448
20130,-9,-6.088965517
20132,-4,-2.706206897
20134,41,27.73862069
20136,16,10.82482759
20138,30,20.29655172
20140,19,12.85448276
20142,27,18.26689655
20144,6,4.059310345
20146,-32,-21.64965517
20148,-21,-14.20758621
20150,24,16.23724138
20152,24,16.23724138
20154,21,14.20758621
20156,28,18.94344828
20158,32,21.64965517
20160,-9,-6.088965517
20162,-14,-9.471724138
20164,-18,-12.17793103
20166,1,0.676551724
20168,-11,-7.442068966
20170,7,4.735862069
20172,31,20.97310345
20174,-1,-0.676551724
20176,5,3.382758621
20178,-10,-6.765517241
20180,-30,-20.29655172
20182,-31,-20.97310345
20184,-10,-6.765517241
20186,2,1.353103448
20188,27,18.26689655
20190,9,6.088965517
20192,26,17.59034483
20194,-1,-0.676551724
20196,-5,-3.382758621
20198,-17,-11.50137931
20200,1,0.676551724
20202,13,8.795172414
20204,18,12.17793103
20206,27,18.26689655
20208,18,12.17793103
20210,8,5.412413793
20212,14,9.471724138
20214,-19,-12.85448276
20216,-9,-6.088965517
20218,15,10.14827586
20220,36,24.35586207
20222,26,17.59034483
20224,32,21.64965517
20226,16,10.82482759
20228,-5,-3.382758621
20230,-22,-14.88413793
20232,9,6.088965517
20234,19,12.85448276
20236,31,20.97310345
20238,43,29.09172414
20240,39,26.38551724
20242,-14,-9.471724138
20244,-19,-12.85448276
20246,-27,-18.26689655
20248,-26,-17.59034483
20250,21,14.20758621
20252,31,20.97310345
20254,39,26.38551724
20256,0,0
20258,-5,-3.382758621
20260,-27,-18.26689655
20262,-53,-35.85724138
20264,-53,-35.85724138
20266,-23,-15.56068966
20268,-2,-1.353103448
20270,40,27.06206897
20272,22,14.88413793
20274,-11,-7.442068966
20276,-57,-38.56344828
20278,-52,-35.18068966
20280,-66,-44.65241379
20282,-28,-18.94344828
20284,-30,-20.29655172
20286,14,9.471724138
20288,35,23.67931034
20290,1,0.676551724
20292,-1,-0.676551724
20294,-40,-27.06206897
20296,-62,-41.9462069
20298,-48,-32.47448276
20300,-24,-16.23724138
20302,-17,-11.50137931
20304,-10,-6.765517241
20306,-8,-5.412413793
20308,-2,-1.353103448
20310,-16,-10.82482759
20312,-51,-34.50413793
20314,-58,-39.24
20316,-53,-35.85724138
20318,0,0
20320,7,4.735862069
20322,16,10.82482759
20324,12,8.11862069
20326,-17,-11.50137931
20328,-14,-9.471724138
20330,-8,-5.412413793
20332,1,0.676551724
20334,-19,-12.85448276
20336,0,0
20338,1,0.676551724
20340,15,10.14827586
20342,-8,-5.412413793
20344,2,1.353103448
20346,-29,-19.62
20348,1,0.676551724
20350,16,10.82482759
20352,-12,-8.11862069
20354,-1,-0.676551724
20356,-4,-2.706206897
20358,-9,-6.088965517
20360,-8,-5.412413793
20362,-5,-3.382758621
20364,-5,-3.382758621
20366,16,10.82482759
20368,14,9.471724138
20370,-4,-2.706206897
20372,-11,-7.442068966
20374,-42,-28.41517241
20376,-48,-32.47448276
20378,-45,-30.44482759
20380,-23,-15.56068966
20382,0,0
20384,-4,-2.706206897
20386,0,0
20388,-34,-23.00275862
20390,-39,-26.38551724
20392,-79,-53.44758621
20394,-58,-39.24
20396,-39,-26.38551724
20398,-21,-14.20758621
20400,-15,-10.14827586
20402,-11,-7.442068966
20404,-20,-13.53103448
20406,-42,-28.41517241
20408,-38,-25.70896552
20410,-53,-35.85724138
20412,-59,-39.91655172
20414,-49,-33.15103448
20416,-31,-20.97310345
20418,-11,-7.442068966
20420,-5,-3.382758621
20422,-7,-4.735862069
20424,-22,-14.88413793
20426,-37,-25.03241379
20428,-40,-27.06206897
20430,-38,-25.70896552
20432,-49,-33.15103448
20434,-18,-12.17793103
20436,-14,-9.471724138
20438,21,14.20758621
20440,5,3.382758621
20442,-7,-4.735862069
20444,-45,-30.44482759
20446,-31,-20.97310345
20448,-32,-21.64965517
20450,-18,-12.17793103
20452,-24,-16.23724138
20454,-6,-4.059310345
20456,10,6.765517241
20458,14,9.471724138
20460,-11,-7.442068966
20462,-23,-15.56068966
20464,-28,-18.94344828
20466,2,1.353103448
20468,-5,-3.382758621
20470,-19,-12.85448276
20472,-2,-1.353103448
20474,6,4.059310345
20476,-10,-6.765517241
20478,-11,-7.442068966
20480,5,3.382758621
20482,2,1.353103448
20484,25,16.9137931
20486,-10,-6.765517241
20488,0,0
20490,-33,-22.3262069
20492,-24,-16.23724138
20494,-27,-18.26689655
20496,-12,-8.11862069
20498,5,3.382758621
20500,-9,-6.088965517
20502,-16,-10.82482759
20504,-23,-15.56068966
20506,-29,-19.62
20508,-32,-21.64965517
20510,-46,-31.12137931
20512,-34,-23.00275862
20514,-29,-19.62
20516,-9,-6.088965517
20518,-10,-6.765517241
20520,-19,-12.85448276
20522,-48,-32.47448276
20524,-50,-33.82758621
20526,-49,-33.15103448
20528,-27,-18.26689655
20530,-19,-12.85448276
20532,-15,-10.14827586
20534,24,16.23724138
20536,23,15.56068966
20538,-14,-9.471724138
20540,-46,-31.12137931
20542,-38,-25.70896552
20544,-70,-47.35862069
20546,-30,-20.29655172
20548,-24,-16.23724138
20550,22,14.88413793
20552,18,12.17793103
20554,28,18.94344828
20556,-4,-2.706206897
20558,-23,-15.56068966
20560,-41,-27.73862069
20562,-41,-27.73862069
20564,-27,-18.26689655
20566,-4,-2.706206897
20568,18,12.17793103
20570,39,26.38551724
20572,29,19.62
20574,24,16.23724138
20576,-4,-2.706206897
20578,-23,-15.56068966
20580,-20,-13.53103448
20582,-9,-6.088965517
20584,7,4.735862069
20586,50,33.82758621
20588,35,23.67931034
20590,28,18.94344828
20592,22,14.88413793
20594,5,3.382758621
20596,-10,-6.765517241
20598,1,0.676551724
20600,6,4.059310345
20602,-1,-0.676551724
20604,21,14.20758621
20606,2,1.353103448
20608,2,1.353103448
20610,-9,-6.088965517
20612,-2,-1.353103448
20614,3,2.029655172
20616,-19,-12.85448276
20618,0,0
20620,-9,-6.088965517
20622,-20,-13.53103448
20624,-6,-4.059310345
20626,-1,-0.676551724
20628,-2,-1.353103448
20630,-5,-3.382758621
20632,-20,-13.53103448
20634,-28,-18.94344828
20636,-29,-19.62
20638,-32,-21.64965517
20640,-31,-20.97310345
20642,-15,-10.14827586
20644,-8,-5.412413793
20646,12,8.11862069
20648,15,10.14827586
20650,-19,-12.85448276
20652,-12,-8.11862069
20654,-32,-21.64965517
20656,-48,-32.47448276
20658,-9,-6.088965517
20660,-19,-12.85448276
20662,18,12.17793103
20664,38,25.70896552
20666,19,12.85448276
20668,15,10.14827586
20670,-9,-6.088965517
20672,8,5.412413793
20674,-11,-7.442068966
20676,-4,-2.706206897
20678,16,10.82482759
20680,40,27.06206897
20682,35,23.67931034
20684,18,12.17793103
20686,32,21.64965517
20688,21,14.20758621
20690,30,20.29655172
20692,37,25.03241379
20694,20,13.53103448
20696,7,4.735862069
20698,29,19.62
20700,34,23.00275862
20702,36,24.35586207
20704,54,36.5337931
20706,42,28.41517241
20708,37,25.03241379
20710,-5,-3.382758621
20712,14,9.471724138
20714,18,12.17793103
20716,16,10.82482759
20718,34,23.00275862
20720,52,35.18068966
20722,28,18.94344828
20724,29,19.62
