Tick (ms),ADC Value
25340,-5
25350,-22
25360,-141
25370,-189
25380,-113
25390,-111
25400,-18
25410,-13
25420,23
25430,-101
25440,-59
25450,1
25460,2
25470,-85
25480,-10
25490,-141
25500,-151
25510,-107
25520,-109
25530,-127
25540,21
25550,33
25560,24
25570,-4
25580,-49
25590,-127
25600,17
25610,-119
25620,9
25630,23
25640,-61
25650,20
25660,-89
25670,-61
25680,-33
25690,-65
25700,23
25710,32
25720,-89
25730,31
25740,-83
25750,39
25760,-103
25770,29
25780,-145
25790,30
25800,20
25810,-121
25820,-14
25830,-73
25840,-13
25850,-127
25860,-38
25870,-111
25880,10
25890,-61
25900,17
25910,-115
25920,-5
25930,-115
25940,13
25950,-111
25960,-19
25970,-133
25980,-133
25990,-153
26000,-109
26010,-141
26020,-81
26030,-159
26040,51
26050,-15
26060,-105
26070,-155
26080,-6
26090,-5
26100,13
26110,-103
26120,13
26130,-73
26140,12
26150,-65
26160,-113
26170,18
26180,-71
26190,20
26200,-59
26210,-139
26220,33
26230,-101
26240,-57
26250,25
26260,-73
26270,26
26280,-15
26290,14
26300,35
26310,21
26320,41
26330,-55
26340,20
26350,-81
26360,-61
26370,54
26380,38
26390,-39
26400,-73
26410,-103
26420,22
26430,-49
26440,-103
26450,-63
26460,-97
26470,17
26480,14
26490,-71
26500,-91
26510,12
26520,25
26530,-103
26540,-77
26550,-73
26560,11
26570,-2
26580,-12
26590,-73
26600,-101
26610,-103
26620,-87
26630,19
26640,0
26650,-77
26660,-65
26670,-157
26680,-9
26690,-149
26700,-211
26710,-29
26720,19
26730,33
26740,-29
26750,-33
26760,-115
26770,-1
26780,-143
26790,-123
26800,-141
26810,51
26820,-25
26830,-43
26840,38
26850,22
26860,-41
26870,22
26880,32
26890,50
26900,-41
26910,-3
26920,-99
26930,0
26940,-27
26950,49
26960,-45
26970,23
26980,-23
26990,-89
27000,-57
27010,-4
27020,18
27030,-109
27040,-105
27050,-103
27060,-75
27070,38
27080,-57
27090,31
27100,-71
27110,-57
27120,-17
27130,-145
27140,-1
27150,-151
27160,-121
27170,-139
27180,-61
27190,-83
27200,28
27210,4
27220,7
27230,-121
27240,-11
27250,-139
27260,-26
27270,5
27280,-87
27290,1
27300,49
27310,12
27320,17
27330,-15
27340,-155
27350,-133
27360,-133
27370,-95
27380,21
27390,27
27400,-73
27410,-109
27420,-73
27430,25
27440,20
27450,-97
27460,9
27470,-57
27480,-109
27490,33
27500,-105
27510,-15
27520,-43
27530,-21
27540,-47
27550,67
27560,23
27570,41
27580,42
27590,-87
27600,-49
27610,-63
27620,2
27630,45
27640,-27
27650,48
27660,-9
27670,-55
27680,16
27690,-53
27700,-73
27710,-57
27720,28
27730,-59
27740,-23
27750,16
27760,26
27770,31
27780,18
27790,-37
27800,-105
27810,-97
27820,12
27830,11
27840,-7
27850,-133
27860,0
27870,-121
27880,-9
27890,10
27900,-16
27910,-91
27920,-8
27930,2
27940,8
27950,0
27960,-115
27970,5
27980,31
27990,9
28000,-83
28010,4
28020,-29
28030,22
28040,23
28050,-109
28060,-117
28070,-91
28080,-61
28090,-83
28100,-85
28110,43
28120,-51
28130,25
28140,19
28150,-53
28160,39
28170,23
28180,31
28190,62
28200,44
28210,-9
28220,-47
28230,-29
28240,45
28250,26
28260,-45
28270,-57
28280,-21
28290,-77
28300,34
28310,-75
28320,6
28330,21
28340,4
28350,-77
28360,41
28370,-99
28380,-101
28390,-55
28400,-53
28410,20
28420,17
28430,-49
28440,17
28450,21
28460,-123
28470,-79
28480,-157
28490,-109
28500,2
28510,-109
28520,-13
28530,31
28540,-95
28550,-95
28560,-121
28570,-123
28580,-123
28590,-99
28600,-77
28610,-109
28620,-81
28630,-131
28640,-79
28650,17
28660,-135
28670,-87
28680,-23
28690,-75
28700,32
28710,-71
28720,15
28730,19
28740,-55
28750,47
28760,-67
28770,-69
28780,-73
28790,-73
28800,42
28810,19
28820,19
28830,33
28840,21
28850,52
28860,-61
28870,47
28880,-49
28890,-27
28900,-85
28910,-103
28920,-61
28930,-45
28940,-39
28950,8
28960,27
28970,30
28980,-45
28990,36
29000,-29
29010,0
29020,-31
29030,-61
29040,5
29050,8
29060,1
29070,-75
29080,-119
29090,31
29100,12
29110,-135
29120,-133
29130,-113
29140,13
29150,18
29160,-151
29170,-103
29180,-127
29190,-93
29200,-165
29210,-131
29220,-119
29230,-99
29240,-99
29250,-59
29260,14
29270,19
29280,-127
29290,-1
29300,-75
29310,-133
29320,-107
29330,18
29340,-49
29350,-51
29360,-45
29370,17
29380,39
29390,11
29400,-43
29410,-105
29420,-103
29430,-55
29440,-71
29450,44
29460,30
29470,35
29480,-63
29490,-27
29500,7
29510,-79
29520,-133
29530,-35
29540,2
29550,-59
29560,23
29570,-67
29580,-79
29590,-77
29600,5
29610,2
29620,-4
29630,-123
29640,-81
29650,-119
29660,10
29670,-93
29680,30
29690,-1
29700,-55
29710,-2
29720,-125
29730,-107
29740,-8
29750,7
29760,0
29770,-63
29780,-57
29790,26
29800,-93
29810,-71
29820,-27
29830,-91
29840,-151
29850,12
29860,-113
29870,-139
29880,-81
29890,-73
29900,37
29910,-93
29920,11
29930,12
29940,-93
29950,-105
29960,-91
29970,38
29980,14
29990,-97
30000,-71
30010,-103
30020,-19
30030,18
30040,-63
30050,24
30060,-85
30070,4
30080,-25
30090,-57
30100,-51
30110,19
30120,-83
30130,37
30140,-77
30150,18
30160,27
30170,26
30180,-81
30190,-73
30200,-71
30210,-89
30220,41
30230,32
30240,-99
30250,4
30260,25
30270,24
30280,-107
30290,-147
30300,-109
30310,16
30320,-113
30330,-53
30340,-119
30350,-6
30360,20
30370,-175
30380,-89
30390,-139
30400,-147
30410,-85
30420,-89
30430,15
30440,-6
30450,28
30460,-2
30470,4
30480,-18
30490,4
30500,-93
30510,-89
30520,-103
30530,-77
30540,-99
30550,9
30560,0
30570,-67
30580,14
30590,24
30600,6
30610,-101
30620,-77
30630,-119
30640,44
30650,-123
30660,-57
30670,25
30680,14
30690,12
30700,-61
30710,2
30720,39
30730,11
30740,14
30750,-17
30760,-17
30770,-33
30780,-23
30790,14
30800,-75
30810,-65
30820,-125
30830,12
30840,-93
30850,-67
30860,30
30870,-97
30880,-99
30890,39
30900,-119
30910,-83
30920,1
30930,-99
30940,-119
30950,-145
30960,-109
30970,-2
30980,-75
30990,-31
31000,-81
31010,-3
31020,-85
31030,3
31040,-15
31050,-99
31060,-47
31070,18
31080,-14
31090,-125
31100,-111
31110,-129
31120,-139
31130,9
31140,-117
31150,19
31160,-13
31170,-123
31180,-129
31190,-8
31200,29
31210,-4
31220,-37
31230,1
31240,17
31250,15
31260,-41
31270,8
31280,41
31290,14
31300,-81
31310,-131
31320,-89
31330,-23
31340,24
31350,22
31360,18
31370,-49
31380,-45
31390,36
31400,-85
31410,45
31420,9
31430,17
31440,22
31450,27
31460,-101
31470,27
31480,44
31490,-57
31500,-103
31510,32
31520,-115
31530,19
31540,0
31550,-77
31560,1
31570,-121
31580,18
31590,-10
31600,23
31610,-91
31620,-51
31630,-73
31640,-21
31650,2
31660,-159
31670,-7
31680,-83
31690,7
31700,-87
31710,-7
31720,-97
31730,18
31740,-7
31750,-101
31760,-3
31770,-111
31780,-3
31790,-105
31800,-91
31810,-65
31820,26
31830,37
31840,-73
31850,-13
31860,-99
31870,35
31880,-5
31890,-9
31900,31
31910,-149
31920,-99
31930,-97
31940,-49
31950,-45
31960,-93
31970,-59
31980,32
31990,18
32000,38
32010,-101
32020,31
32030,-97
32040,-105
32050,-37
32060,-53
32070,36
32080,42
32090,-83
32100,34
32110,-93
32120,4
32130,-87
32140,-99
32150,-75
32160,-107
32170,-63
32180,-39
32190,15
32200,-85
32210,-113
32220,-15
32230,-101
32240,-131
32250,-129
32260,-4
32270,-101
32280,15
32290,-95
32300,7
32310,-81
32320,18
32330,-115
32340,-161
32350,-161
32360,-127
32370,-3
32380,-67
32390,23
32400,-107
32410,4
32420,-3
32430,-87
32440,-19
32450,-5
32460,-10
32470,4
32480,-101
32490,0
32500,30
32510,37
32520,-65
32530,-29
32540,-65
32550,10
32560,27
32570,-125
