Tick (ms),ADC Value
1412,3
1414,12
1416,-9
1418,15
1420,-1
1422,16
1424,18
1426,-9
1428,24
1430,0
1432,-14
1434,30
1436,5
1438,6
1440,18
1442,31
1444,5
1446,9
1448,7
1450,-5
1452,4
1454,9
1456,-5
1458,-1
1460,-15
1462,-2
1464,4
1466,-23
1468,13
1470,14
1472,-5
1474,5
1476,11
1478,6
1480,1
1482,20
1484,11
1486,-8
1488,8
1490,14
1492,0
1494,13
1496,32
1498,37
1500,19
1502,33
1504,-15
1506,18
1508,17
1510,16
1512,7
1514,22
1516,8
1518,8
1520,15
1522,11
1524,-8
1526,10
1528,-7
1530,-4
1532,-8
1534,16
1536,-9
1538,5
1540,-4
1542,16
1544,-16
1546,-3
1548,11
1550,2
1552,14
1554,4
1556,7
1558,32
1560,16
1562,-10
1564,-10
1566,15
1568,16
1570,18
1572,6
1574,9
1576,2
1578,4
1580,15
1582,-1
1584,27
1586,0
1588,23
1590,19
1592,-2
1594,15
1596,15
1598,13
1600,5
1602,16
1604,-3
1606,-11
1608,-2
1610,-14
1612,-11
1614,-22
1616,-1
1618,-9
1620,-22
1622,-20
1624,-2
1626,-16
1628,-19
1630,-17
1632,0
1634,13
1636,-16
1638,5
1640,-11
1642,-9
1644,7
1646,-15
1648,-29
1650,0
1652,16
1654,13
1656,-3
1658,-13
1660,-14
1662,-3
1664,-18
1666,-11
1668,11
1670,-7
1672,17
1674,21
1676,-2
1678,1
1680,15
1682,7
1684,11
1686,-4
1688,-3
1690,-13
1692,-15
1694,-16
1696,-3
1698,-15
1700,-10
1702,-8
1704,-11
1706,-28
1708,-8
1710,-8
1712,-9
1714,7
1716,-24
1718,-18
1720,0
1722,12
1724,7
1726,7
1728,-3
1730,0
1732,3
1734,-9
1736,19
1738,1
1740,3
1742,8
1744,26
1746,17
1748,5
1750,19
1752,27
1754,-1
1756,15
1758,8
1760,37
1762,29
1764,0
1766,-2
1768,18
1770,16
1772,16
1774,7
1776,0
1778,16
1780,23
1782,-3
1784,7
1786,-12
1788,-16
1790,-13
1792,9
1794,-20
1796,13
1798,10
1800,13
1802,12
1804,-17
1806,2
1808,5
1810,-12
1812,4
1814,-3
1816,3
1818,5
1820,11
1822,15
1824,19
1826,-4
1828,29
1830,12
1832,27
1834,5
1836,33
1838,17
1840,9
1842,0
1844,16
1846,21
1848,28
1850,29
1852,13
1854,32
1856,24
1858,11
1860,0
1862,13
1864,3
1866,14
1868,7
1870,14
1872,24
1874,24
1876,5
1878,1
1880,-11
1882,7
1884,8
1886,11
1888,-3
1890,-9
1892,14
1894,-11
1896,-1
1898,19
1900,-3
1902,10
1904,-4
1906,8
1908,8
1910,25
1912,1
1914,4
1916,8
1918,0
1920,-6
1922,13
1924,17
1926,6
1928,0
1930,8
1932,29
1934,10
1936,11
1938,7
1940,3
1942,4
1944,2
1946,13
1948,-12
1950,-1
1952,2
1954,-6
1956,-16
1958,11
1960,-1
1962,12
1964,2
1966,11
1968,2
1970,-6
1972,-3
1974,-5
1976,5
1978,-5
1980,19
1982,4
1984,16
1986,12
1988,7
1990,3
1992,-2
