Tick (ms),ADC Value
87600,368
87602,632
87604,773
87606,478
87608,406
87610,658
87612,766
87614,469
87616,481
87618,767
87620,823
87622,567
87624,637
87626,977
87628,958
87630,727
87632,860
87634,1207
87636,1080
87638,862
87640,1076
87642,1327
87644,1192
87646,962
87648,1240
87650,1374
87652,1234
87654,1043
87656,1339
87658,1371
87660,1211
87662,1064
87664,1346
87666,1350
87668,1062
87670,1009
87672,1213
87674,1201
87676,854
87678,880
87680,1076
87682,940
87684,603
87686,621
87688,780
87690,595
87692,299
87694,411
87696,561
87698,361
87700,167
87702,303
87704,452
87706,281
87708,54
87710,231
87712,401
87714,219
87716,38
87718,266
87720,432
87722,244
87724,17
87726,319
87728,455
87730,228
87732,100
87734,491
87736,586
87738,316
87740,283
87742,659
87744,584
87746,334
87748,345
87750,719
87752,667
87754,462
87756,490
87758,708
87760,582
87762,235
87764,366
87766,682
87768,377
87770,213
87772,395
87774,616
87776,335
87778,102
87780,331
87782,370
87784,170
87786,23
87788,214
87790,375
87792,-7
87794,19
87796,150
87798,302
87800,-113
87802,-45
87804,222
87806,239
87808,-111
87810,-37
87812,252
87814,213
87816,-144
87818,27
87820,236
87822,219
87824,-126
87826,152
87828,271
87830,158
87832,-109
87834,135
87836,283
87838,112
87840,-125
87842,167
87844,297
87846,89
87848,-167
87850,149
87852,188
87854,-102
87856,-131
87858,97
87860,171
87862,-285
87864,-149
87866,31
87868,20
87870,-303
87872,-333
87874,51
87876,-147
87878,-402
87880,-316
87882,3
87884,-185
87886,-641
87888,-325
87890,-207
87892,-278
87894,-618
87896,-297
87898,-156
87900,-302
87902,-584
87904,-282
87906,-196
87908,-408
87910,-489
87912,-300
87914,-112
87916,-419
87918,-233
87920,-31
87922,34
87924,-172
87926,-72
87928,209
87930,15
87932,-73
87934,183
87936,332
87938,179
87940,59
87942,270
87944,420
87946,199
87948,32
87950,368
87952,432
87954,183
87956,128
87958,398
87960,379
87962,107
87964,138
87966,454
87968,333
87970,42
87972,96
87974,411
87976,226
87978,-18
87980,72
87982,277
87984,77
87986,-175
87988,95
87990,165
87992,-60
87994,-224
87996,5
87998,80
88000,-166
88002,-292
88004,62
88006,59
88008,-232
88010,-306
88012,-9
88014,39
88016,-304
88018,-158
88020,193
88022,75
88024,-248
88026,-205
88028,36
88030,-67
88032,-257
88034,-35
88036,152
88038,-58
88040,-134
88042,66
88044,284
88046,-86
88048,-192
88050,102
88052,152
88054,-227
88056,-271
88058,84
88060,165
88062,-218
88064,-159
88066,99
88068,26
88070,-196
88072,-175
88074,92
88076,-73
88078,-319
88080,-177
88082,13
88084,-61
88086,-285
88088,-128
88090,37
88092,-135
88094,-299
88096,-135
88098,24
88100,-155
88102,-345
88104,-48
88106,43
88108,-195
88110,-291
88112,-49
88114,53
88116,-300
88118,-287
88120,-69
88122,37
88124,-274
88126,-240
88128,31
88130,-26
88132,-320
88134,-221
88136,25
88138,-92
88140,-341
88142,-182
88144,45
88146,-40
88148,-367
88150,-247
88152,12
88154,-115
88156,-397
88158,-282
88160,46
88162,-187
88164,-356
88166,-146
88168,-12
88170,-236
88172,-417
88174,-99
88176,-37
88178,-328
88180,-403
88182,-111
88184,-23
88186,-307
88188,-308
88190,-107
88192,-54
88194,-380
88196,-321
88198,-62
88200,-84
88202,-401
88204,-253
88206,31
88208,-136
88210,-320
88212,-240
88214,109
88216,-145
88218,-237
88220,-78
88222,84
88224,-103
88226,-337
88228,-30
88230,57
88232,-126
88234,-239
88236,88
88238,106
88240,-150
88242,-199
88244,63
88246,17
88248,-240
88250,-226
88252,87
88254,30
88256,-220
88258,-196
88260,96
88262,-54
88264,-297
88266,-135
88268,102
88270,-54
88272,-252
88274,-66
88276,105
88278,-55
88280,-276
88282,0
88284,146
88286,-94
88288,-218
88290,58
88292,175
88294,-141
88296,-208
88298,75
88300,145
88302,-175
88304,-161
88306,140
88308,156
88310,-200
88312,-123
88314,159
88316,64
88318,-221
88320,-98
88322,213
88324,74
88326,-201
88328,-34
88330,225
88332,-8
88334,-235
88336,10
88338,213
88340,-48
88342,-204
88344,121
88346,233
88348,-53
88350,-165
88352,135
88354,225
88356,-72
88358,-97
88360,196
88362,210
88364,-79
88366,-29
88368,250
88370,214
88372,-98
88374,58
88376,345
88378,261
88380,-25
88382,143
88384,392
88386,235
88388,-20
88390,229
88392,456
88394,222
88396,9
88398,308
88400,459
88402,179
88404,66
88406,324
88408,422
88410,120
88412,74
88414,374
88416,395
88418,33
88420,55
88422,386
88424,307
88426,-11
88428,62
88430,369
88432,237
88434,-33
88436,137
88438,360
88440,145
88442,-95
88444,146
88446,328
88448,112
88450,-38
88452,261
88454,449
88456,128
88458,-6
88460,358
88462,422
88464,101
88466,47
88468,411
88470,438
88472,111
88474,116
88476,431
88478,401
88480,51
88482,163
88484,477
88486,376
88488,102
88490,266
88492,559
88494,383
88496,141
88498,397
88500,661
88502,493
88504,254
88506,527
88508,680
88510,372
88512,181
88514,436
88516,503
88518,214
88520,106
88522,420
88524,458
88526,104
88528,26
88530,359
88532,283
88534,-49
88536,19
88538,381
88540,247
88542,-38
88544,101
88546,415
88548,243
88550,6
88552,167
88554,386
88556,242
88558,33
88560,271
88562,508
88564,286
88566,92
88568,418
88570,594
88572,319
88574,207
88576,549
88578,660
88580,335
88582,329
88584,651
88586,733
88588,408
88590,467
88592,788
88594,735
88596,447
88598,545
88600,780
88602,666
88604,430
88606,571
88608,778
88610,668
88612,415
88614,621
88616,793
88618,640
88620,445
88622,644
88624,811
88626,621
88628,540
88630,896
88632,968
88634,769
88636,760
88638,1088
88640,1069
88642,855
88644,866
88646,1251
88648,1178
88650,958
88652,1083
88654,1415
88656,1271
88658,1012
88660,1180
88662,1430
88664,1223
88666,1002
88668,1196
88670,1405
88672,1144
88674,966
88676,1192
88678,1358
88680,1019
88682,865
88684,1152
88686,1216
88688,759
88690,651
88692,851
88694,906
88696,472
88698,491
88700,708
88702,685
88704,316
88706,317
88708,554
88710,430
88712,98
88714,155
88716,382
88718,300
88720,2
88722,109
88724,335
88726,214
88728,-103
88730,114
88732,261
88734,156
88736,-1
88738,170
88740,445
88742,180
88744,149
88746,303
88748,567
88750,318
88752,206
88754,559
88756,591
88758,512
88760,289
88762,665
88764,596
88766,480
88768,363
88770,685
88772,650
88774,376
88776,415
88778,550
88780,544
88782,203
88784,262
88786,484
88788,395
88790,89
88792,254
88794,392
88796,212
88798,-60
88800,70
88802,261
88804,77
88806,-125
88808,30
88810,245
88812,69
88814,-161
88816,58
88818,209
88820,-12
88822,-210
88824,37
88826,253
88828,13
88830,-114
88832,167
88834,277
88836,-6
88838,-105
88840,246
88842,252
88844,-114
88846,-17
88848,299
88850,230
88852,-25
88854,-12
88856,302
88858,158
88860,-147
88862,-11
88864,175
88866,92
88868,-251
88870,-12
88872,143
88874,-57
88876,-275
88878,-135
88880,95
88882,-190
88884,-422
88886,-210
88888,42
88890,-90
88892,-481
88894,-255
88896,-120
88898,-322
88900,-471
88902,-291
88904,-148
88906,-498
88908,-547
88910,-287
88912,-193
88914,-448
88916,-459
88918,-143
88920,-131
88922,-389
88924,-257
88926,-215
88928,-32
88930,-354
88932,-95
88934,194
88936,-202
88938,118
88940,31
88942,464
88944,29
88946,70
88948,296
88950,459
88952,272
88954,26
88956,426
88958,433
88960,202
88962,126
88964,377
88966,413
88968,73
88970,112
88972,386
88974,262
88976,7
88978,111
88980,365
88982,162
88984,-82
88986,76
88988,282
88990,8
88992,-228
88994,8
88996,194
88998,-83
89000,-256
89002,47
89004,126
89006,-115
89008,-260
89010,95
89012,112
89014,-188
89016,-159
89018,130
89020,103
89022,-144
89024,-87
89026,227
89028,30
89030,-132
89032,-108
89034,144
89036,-7
89038,-81
89040,20
89042,212
89044,63
89046,-84
89048,147
89050,219
89052,-24
89054,-119
89056,135
89058,206
89060,-17
89062,-130
89064,19
89066,156
89068,-53
89070,-161
89072,-54
89074,-19
89076,-121
89078,-204
89080,-53
89082,-72
89084,-250
89086,-161
89088,-18
89090,-146
89092,-336
89094,-187
89096,-88
89098,-182
89100,-310
89102,-188
89104,-85
89106,-192
89108,-327
89110,-166
89112,-30
89114,-165
89116,-285
89118,-113
89120,-58
89122,-267
89124,-302
89126,-87
89128,-72
89130,-301
89132,-244
89134,4
89136,-46
89138,-318
89140,-305
89142,29
89144,-149
89146,-357
89148,-208
89150,60
89152,-76
89154,-322
89156,-177
89158,-25
89160,-202
89162,-391
89164,-175
89166,18
89168,-232
89170,-329
89172,-78
89174,39
89176,-211
89178,-331
89180,-109
89182,-39
89184,-294
89186,-322
89188,-41
89190,-31
89192,-313
89194,-258
89196,6
89198,-46
89200,-354
89202,-211
89204,-24
89206,-140
89208,-379
89210,-199
89212,-56
89214,-186
89216,-341
89218,-154
89220,39
89222,-162
89224,-365
89226,-113
89228,-20
89230,-274
89232,-378
89234,-28
89236,9
89238,-259
89240,-298
89242,9
89244,3
89246,-269
89248,-287
89250,14
89252,-2
89254,-297
89256,-201
89258,63
89260,-17
89262,-321
89264,-131
89266,80
89268,-54
89270,-305
89272,-60
89274,173
89276,-70
89278,-224
89280,9
89282,142
89284,-114
89286,-220
89288,31
89290,191
89292,-124
89294,-142
89296,141
89298,188
89300,-113
89302,-129
89304,171
89306,89
89308,-152
89310,-94
89312,201
89314,103
89316,-194
89318,-66
89320,206
89322,-10
89324,-240
89326,-64
89328,112
89330,-15
89332,-264
89334,-41
89336,144
89338,-62
89340,-230
89342,44
89344,155
89346,-123
89348,-211
89350,63
89352,168
89354,-149
89356,-174
89358,144
89360,187
89362,-138
89364,-42
89366,274
89368,178
89370,-121
89372,25
89374,303
89376,155
89378,-85
89380,129
89382,374
89384,224
89386,34
89388,246
89390,417
89392,210
89394,45
89396,310
89398,458
89400,163
89402,80
89404,407
89406,470
89408,141
89410,78
89412,415
89414,419
89416,91
89418,112
89420,406
89422,313
89424,1
89426,102
89428,323
89430,245
89432,-34
89434,121
89436,402
89438,191
89440,-73
89442,128
89444,341
89446,91
89448,-146
89450,146
89452,349
89454,102
89456,-46
89458,225
89460,402
89462,108
89464,13
89466,352
89468,396
89470,108
89472,93
89474,443
89476,389
89478,97
89480,130
89482,461
89484,372
89486,84
89488,191
89490,445
89492,311
89494,52
89496,247
89498,496
89500,272
89502,72
89504,371
89506,579
89508,359
89510,197
89512,499
89514,626
89516,331
89518,223
89520,533
89522,570
89524,231
89526,197
89528,523
89530,460
89532,81
89534,159
89536,425
89538,271
89540,-17
89542,154
89544,391
89546,202
89548,-24
89550,78
89552,390
89554,206
89556,-81
89558,230
89560,417
89562,199
89564,35
89566,341
89568,483
89570,204
89572,108
89574,440
89576,518
89578,274
89580,262
89582,589
89584,622
89586,353
89588,405
89590,722
89592,646
89594,393
89596,436
89598,906
89600,668
89602,346
89604,664
89606,909
89608,623
89610,430
89612,749
89614,833
89616,626
89618,421
89620,698
89622,798
89624,533
89626,438
89628,722
89630,794
89632,575
89634,551
89636,870
89638,884
89640,635
89642,700
89644,1038
89646,1038
89648,729
89650,1011
89652,1223
89654,1168
89656,901
89658,1106
89660,1347
89662,1174
89664,1059
89666,1277
89668,1396
89670,1255
89672,1056
89674,1329
89676,1417
89678,1119
89680,1044
89682,1287
89684,1339
89686,1123
89688,972
89690,1226
89692,1104
89694,936
89696,676
89698,906
89700,820
89702,543
89704,474
89706,649
89708,584
89710,285
89712,374
89714,450
89716,371
89718,100
89720,180
89722,406
89724,267
89726,-11
89728,174
89730,332
89732,181
89734,-70
89736,155
89738,339
89740,127
89742,-8
89744,215
89746,497
89748,115
89750,144
89752,443
89754,607
89756,259
89758,363
89760,592
89762,730
89764,309
89766,413
89768,689
89770,705
89772,397
89774,470
89776,739
89778,610
89780,315
89782,495
89784,662
89786,506
89788,170
89790,437
89792,583
89794,296
89796,76
89798,381
89800,380
89802,190
89804,-65
89806,284
89808,289
89810,111
89812,-119
89814,225
89816,205
89818,-59
89820,-130
89822,201
89824,173
89826,-119
89828,-65
89830,267
89832,199
89834,-128
89836,-55
89838,289
89840,118
89842,-119
89844,20
89846,331
89848,156
89850,-77
89852,104
89854,361
89856,89
89858,-121
89860,105
89862,361
89864,10
89866,-144
89868,178
89870,276
89872,-40
