Frame,Robot_X,Robot_Y,Robot_Z,Roll_deg,Pitch_deg,Yaw_deg
1,-0.010891491897806574,0.6999361972986098,-0.09021746685338271,0.2294820717902765,5.182393508649948,30.470871756926858
2,0.06451495625227593,0.6400854839668082,-0.29109610873422853,-24.940225051555203,-4.773176703486859,30.05642135434699
3,-0.00670667869529157,0.702944214189466,-0.06471071047844144,3.2111817304056975,4.409509134658679,30.12637953376156
4,-0.020650396630785973,0.6942569883003209,-0.09572309725514065,1.9621364509819206,6.545480621235849,30.08155964689971
5,-0.018685505975075907,0.7000633473120065,-0.08576133211798692,1.135745976601999,7.359710458318518,30.95520137025065
6,-0.018777783531236256,0.7011546975075789,-0.0858835732040514,2.069627912228899,8.135391871037132,30.93589499133945
7,-0.009975474873636644,0.6936196569561013,-0.08428085220416659,-0.696914631093831,4.58178692726057,29.764195347108682
8,-0.019186833761219955,0.6975961101064934,-0.09722920336940571,2.8661500576809336,6.986834236895764,30.8645211671073
9,-0.011195017667248924,0.691062576451388,-0.09481015041925041,0.07418957198160171,3.614327995881954,29.68054440716277
10,-0.009972506637500163,0.6979391435503598,-0.08481335584370363,0.1338947256432701,5.231980804862612,30.476739695560056
11,-0.011323823567262534,0.6957079072064308,-0.09544213720859587,0.9203185818872381,4.323935956970958,30.41929123833872
12,-0.008953329134433877,0.6838565828391165,-0.08832884746167079,0.242425128287262,5.060960298779153,30.68607705439397
13,-0.010628621779723143,0.6963164826931693,-0.0897734160596492,0.9405978238494808,4.263127285795842,30.395034284170634
14,-0.008762174525017638,0.6815183413294931,-0.08804432851382213,-0.7324094841096858,4.318047013136072,30.73323780819702
15,-0.00910538284410282,0.6839114798704723,-0.08318705612142063,0.3493132333275004,5.170470498034948,30.755751352601504
16,-0.00902367220309819,0.6827621318709512,-0.08305505922950616,-0.565347452290854,4.349605150861875,30.776300564949977
17,-0.009823945254834841,0.6830510855868157,-0.08299662373900735,0.234660083261982,5.068800070030667,30.699884537287385
18,-0.009008492784681047,0.6783754009820504,-0.08251640358175875,-1.3229809487750985,5.446243646423635,30.094706862023802
19,-0.010851147896657067,0.6844872338438603,-0.08425335532149919,1.1921610963540794,6.462644050740271,30.75172698375508
20,-0.009799455814422424,0.6828382766418994,-0.08297328354075414,-0.6001053508486154,6.023342537999433,30.763797664026793
21,-0.008997369344838716,0.6782784938651109,-0.08250577179049313,0.34531057528787085,5.340403414886075,30.012812281134035
22,-0.012664658960496969,0.7096899514090884,-0.08594470436404641,1.7925621818581245,8.470856084772711,32.17662725560752
26,-0.009961131521426327,0.6676345852812766,-0.0919257763056554,-0.3831037125485242,5.956701959042263,31.038637251411146
27,-0.009961131521426327,0.6676345852812766,-0.0919257763056554,-0.3831037125485242,5.956701959042263,31.038637251411146
29,-0.009726373448025136,0.6667738869590472,-0.09092412998197565,-1.2613718778209615,5.153634630955528,31.06529856554267
30,-0.010155952109391662,0.6686034964036716,-0.09232991378452515,-0.28275324321260437,6.046272212909935,31.072473623854307
31,-0.010096923321764874,0.6686477036808389,-0.09205300205484711,-0.28275324321260437,6.046272212909935,31.072473623854307
34,-0.010017640190781628,0.6672362850936447,-0.09217555604121022,-1.1936785713881326,6.824172228094645,31.061543416033278
36,-0.00902030914880971,0.6620687056536877,-0.09124662860720276,-1.1517837607484989,5.408296135196483,30.377514120886413
37,-0.00883647527246949,0.6608187579467141,-0.09109131936020544,73.8129696535129,-16.71895055856315,14.229349050146896
38,-0.009022349122623938,0.6618322663348326,-0.09121350750151438,-1.9399386427449201,6.276954173090882,30.402466227777882
