Frame,Robot_X,Robot_Y,Robot_Z,Roll_deg,Pitch_deg,Yaw_deg
1,-0.0007091267605818464,0.7519174664237943,-0.07558357505362784,-1.6138033924659654,-9.571316458596382,81.76597050493626
2,-0.00907565843883069,0.7603923199910022,-0.050397582634221144,-0.5630213224296222,-9.507600422987567,82.17255033365572
3,-0.010596148668392374,0.7795183380526026,-0.05126331461406545,-0.13720605055387325,-11.380042079357924,81.93913111726046
4,-0.01165686959888337,0.7581328008826609,-0.03397684237964198,-0.8558986146391209,-11.04553582676345,81.27517046844893
5,-0.015653797493633485,0.7529177545628082,-0.05091200635154192,-1.6650772354519603,-9.034568297247423,81.65549517621514
7,-0.012753782934113942,0.7651262278407158,-0.053614310287642006,-0.49549592673802406,-11.626905918206127,81.5892591560045
8,-0.012512061722568784,0.7574922162485375,-0.04838481711444728,-0.176003486101173,-10.44812440955081,81.28669251605066
9,-0.0125544331629713,0.7654290090535928,-0.039126777267881496,-0.1514018875400586,-11.636832190263046,80.60267241563136
11,-0.009839702253203329,0.7584120106076445,-0.06559177983410801,-1.0686607390041354,-10.096665747369661,79.92588830383549
12,-0.014959525984283349,0.7808644022477924,-0.054686738890915305,-0.4366051639637181,-12.084372106252475,79.8405209531118
13,-0.01136301031259096,0.6244737147043959,-0.04482087221589082,1.2687131049079923,-13.684448798724624,79.00734308863409
14,-0.019755287949170645,0.7668786013692729,-0.0692101092485083,-0.25611090123480396,-9.499591608502671,79.93565890843301
19,-0.021340682659928344,0.7619121187752783,-0.066529136518245,-0.6380585076337527,-7.918720186125602,78.49387181899014
20,-0.021548213887820775,0.7617658776587876,-0.06731717703022409,-0.6380585076337527,-7.918720186125602,78.49387181899014
22,-0.01872162391671468,0.7640068538338376,-0.05567657976051861,-0.8136012546167951,-8.851399285823236,77.50073588408557
27,-0.02064723612655571,0.7927644962866849,-0.04074416429365696,-0.8452991899554059,-9.948958706958246,75.3912760776656
