Frame,Robot_X,Robot_Y,Robot_Z,Roll_deg,Pitch_deg,Yaw_deg
3,-0.0025604180543400586,0.6740527046657315,-0.05111706557265552,-0.7102932804143555,-11.008983120554042,100.2639933917463
4,0.009390431824323418,0.8507352843074983,-0.0874359377259031,-1.6305286839419582,-7.3274607418243205,98.78397069238939
5,0.010743135007051196,0.8472303321301672,-0.1061340796006089,-1.6305286839419582,-7.3274607418243205,98.78397069238939
6,0.009484339577014876,0.8503907815018211,-0.0895022714366919,-1.6305286839419582,-7.3274607418243205,98.78397069238939
7,0.010804697983775119,0.8460468499656972,-0.10720610057628006,-2.339311563555993,-6.581860622716784,98.76387967562076
8,0.008696388603691043,0.8266690083199901,-0.08861197523202911,-1.2768901048219514,-6.9654923725366125,99.42272551899293
9,0.008536873659048871,0.8280156543096584,-0.07505644937143706,-0.8084250708895061,-7.909480383586274,99.30439273017646
10,0.008689892956775915,0.8153745574266387,-0.0755207039972456,-0.29668165837723176,-7.316595505980583,99.61291557172798
11,-0.005109884461119209,0.6790691847523923,-0.04198209359946645,-0.6536627829628452,-10.161828164672444,101.41541248073864
12,0.008259177933175727,0.8285008783229644,-0.06993058886117735,-2.5733036026806024,-5.529533184606363,99.42199550825721
13,0.004710893932903491,0.8474115780341264,-0.04994223934376239,-2.4158878871981444,-6.308204123739858,100.78219712954723
14,-0.0004026745469423165,0.6731171548084112,-0.04846905881110658,-1.6568044618303182,-9.55047316586418,102.13082692092101
15,0.005190955555261356,0.8473672655139822,-0.062188357325014175,-1.8757907610589886,-8.40758768894957,100.76095971591184
16,0.010226609683997585,0.8293374154782902,-0.08815348220338831,-1.1663001121518848,-6.083946890156684,100.71955268781429
17,0.009945878845779662,0.836547711704962,-0.08891265994424348,-1.4670503711545098,-7.2638479072450295,101.19384726253823
18,0.011501319478800419,0.8304725621285775,-0.10244470878130744,-0.4057296089953309,-7.448152054015404,102.04276511797212
19,0.008855811184413639,0.834213752540551,-0.0836925721919997,-1.0558099663407623,-6.744950384482963,102.05891730991665
20,0.010273747684000247,0.8458045519342839,-0.08383542709175361,-1.6367677446546773,-7.196872750470615,101.72930167915156
21,0.00954722232774571,0.8340220896348677,-0.08471596676648065,-1.0558099663407623,-6.744950384482963,102.05891730991665
22,0.012230417216491849,0.8046914830159927,-0.09926133781213507,-0.8469598987824364,-6.234908381463075,102.5480694305006
23,0.012233126107330863,0.8253153856892355,-0.10037813919603097,-0.8225571664575295,-8.856034423318603,102.84224658063658
24,0.012662593546264735,0.8505854737124355,-0.10492326753628484,-1.149396745074474,-7.86080621444805,102.25933453649641
25,0.012346735098027146,0.812367286618177,-0.09760435022531706,-1.0389571976951721,-7.498107161959749,103.07917714124285
26,0.01034886300665223,0.8286250233854435,-0.08418997692442803,-1.4888658220219881,-8.129916243411783,102.85282843511379
27,0.011129484634602326,0.836477711730159,-0.08500538980925064,-0.9856839987757169,-8.798424669861515,103.38818574517758
28,0.005265735544270277,0.6669780955525103,-0.06739793975267436,-1.6322193259314426,-8.392933707786701,103.68239541592497
29,0.01162443549600178,0.6651985599032937,-0.08335607898413747,-1.318717909309927,-10.15872086505172,104.1223503273679
31,0.012366732398014581,0.8572466864341779,-0.07436447918408912,-1.7182517929152898,-7.750261722501886,103.6121106677248
32,0.012216927286547719,0.8447264131114258,-0.0732797675176004,-1.210325745523627,-8.564181775973708,103.88530269758043
33,0.0123513672125657,0.8451150614517856,-0.07048663715177451,-1.210325745523627,-8.564181775973708,103.88530269758043
34,0.012171046524216165,0.8443596454351969,-0.07324611007597143,-1.957651064302819,-7.831293051529018,103.85529991553804
35,0.01230537889045145,0.8447471236255009,-0.07045411447047353,-1.957651064302819,-7.831293051529018,103.85529991553804
36,0.012903360069273458,0.8388550838048175,-0.07280541804250465,-0.928844790991296,-7.845475240629225,104.65003412715058
37,0.006280318231707497,0.6751600646212121,-0.033949813756925434,-2.421632393598583,-11.354923265136653,106.1475631187251
