Frame,Robot_X,Robot_Y,Robot_Z
1,-0.10664635960740053,0.5298835259079892,-0.017804647754249142
2,-0.10945359174913603,0.5236828154136104,-0.03745541688442021
3,-0.10904966027247687,0.5443859377490483,-0.02301961592967943
4,-0.11229870123862991,0.5262548441017335,-0.03364285208989032
5,-0.10918059126324152,0.5301894507385905,-0.022230652074705697
6,-0.10999266476623229,0.5377766147060932,-0.017986113124645563
7,-0.11331171135810382,0.5348437103022279,-0.028565613039490123
8,-0.11240527082408448,0.5304539028698396,-0.021761659689721984
9,-0.11259675469244643,0.5303710106533706,-0.022023981095447287
10,-0.11295895453146444,0.5318625364118248,-0.021233004819577295
11,-0.1133784585667334,0.5377219903529902,-0.01867591745355337
12,-0.11051205002759541,0.5289291864189816,-0.02591303036719951
13,-0.11117733551232138,0.521928094345409,-0.026291430729870335
14,-0.11464935563998924,0.5381120792766156,-0.016930947342710778
15,-0.11217293778074894,0.5359846573856525,-0.027113110492241424
16,-0.11734437963246458,0.5521937959573703,-0.022040995705894108
17,-0.11297333217449093,0.5203212819459516,-0.025314183640209098
18,-0.11491315161851419,0.5361084990663512,-0.026144120812570497
21,-0.11286686710232505,0.5246292366930527,-0.04187111681598073
22,-0.11380313577439821,0.5252435693135543,-0.041911925423428475
23,-0.11575361136537773,0.5387166323557042,-0.04379836250505617
25,-0.12183758171841644,0.5425356735404966,-0.034066504839344314
26,-0.11969204474706652,0.5538206482066177,-1.7382160099315563e-05
27,-0.11971065341365326,0.5406938347343555,0.0004291242890493638
28,-0.12012537252640287,0.5448942692644677,-0.011909787658303424
29,-0.1245553479210387,0.5500779695581012,-0.008674196330187615
30,-0.12134805831563542,0.5545124255070826,0.000364594920524184
31,-0.12025791045540776,0.5377956689739125,-0.013934216945322236
32,-0.12166171671417787,0.546135711272684,-0.017026863576192493
33,-0.12246580277715387,0.5410208157659179,-5.4521253578368456e-05
34,-0.12176169934609873,0.5395731115797212,-0.01596828849786707
35,-0.12036534875216987,0.5391793871363874,-0.012374200832113574
36,-0.12016543489944351,0.5457268241762193,-0.03044042802433996
37,-0.12486026486611118,0.5547531608023564,-0.023896636775621052
38,-0.12403253040862597,0.5404113680714652,-0.022385496559767744
39,-0.1211265309035827,0.5466476417684069,-0.03454976313206874
40,-0.12180572613637063,0.547497296230582,-0.037473628863742496
41,-0.12508502187050613,0.5432641072031034,-0.025687029297658627
42,-0.12625529973918498,0.5513384300496532,-0.026088339103505782
43,-0.12641559533899313,0.5597108620368793,-0.01882796617570895
44,-0.1277802067514895,0.5598071103139343,-0.018108065882270347
45,-0.1263733018031258,0.5454671126376157,-0.01757291532056996
46,-0.12668246365147076,0.5527040972764352,-0.01812723724158375
47,-0.12730242430349017,0.551574961804503,-0.020138043577116668
48,-0.1269006136633629,0.5452386847939593,-0.01960964921968099
49,-0.12933141197322034,0.5545348867161041,-0.01809541159007342
50,-0.1300794021600408,0.5554697310792842,-0.01810407736639049
51,-0.12707625185489346,0.5577143171752131,-0.008872740724500512
52,-0.1324107470971172,0.5613868645462265,-0.03506006296559265
53,-0.13348190409013255,0.5701245975701643,0.002866309041267688
54,-0.13192028414120077,0.5546313970619435,-0.028592516892102758
55,-0.13812825854765948,0.5663797937535308,-0.01723425620908356
56,-0.1379839398577246,0.5662344804828041,-0.016964755490796533
57,-0.13787573237249398,0.5650437633015825,-0.02825515157430003
58,-0.13411563064176243,0.5575777463834978,-0.033321143072994615
59,-0.13422988792824933,0.5519907106370467,-0.011434395884793905
60,-0.13494595164141127,0.5581894445588512,-0.013464875162888558
61,-0.13578670018548697,0.5560416514510392,-0.028055117607627397
62,-0.13874511092147424,0.5597125259215004,-0.023199809560008833
63,-0.13868493961572023,0.5606612664921803,-0.021053720964206588
64,-0.13728414269417757,0.5824536201078778,-0.02806940408742596
65,-0.13591791304198697,0.5602795562090228,-0.025874430279315602
66,-0.13621403592896414,0.5678842162263057,-0.026261745731341136
67,-0.13847069325447184,0.575591766868858,-0.027047056772045802
68,-0.13816061901935178,0.568496992753143,-0.02667406475260159
69,-0.1381253401213563,0.5691195342735268,-0.026708565508667743
70,-0.13813138763713195,0.5698091223516526,-0.026745502241321127
71,-0.139391198975599,0.566830733116955,-0.045384867038791035
73,-0.1441635632131746,0.5717613010766359,-0.022473161282326008
74,-0.14532422111398682,0.5699412539738461,-0.022986586549528794
75,-0.1423968053811927,0.569799513651946,-0.027899938470610855
76,-0.14287696859769342,0.5707485630625877,-0.027211607024967062
77,-0.14230776559685385,0.5677868076026581,-0.042795241568763895
78,-0.1448839189626774,0.5799019296918685,-0.027658015504751388
79,-0.14496286466158434,0.5721253698026953,-0.031050263498469934
80,-0.14577761502039696,0.5717180763204291,-0.029629085815114094
81,-0.14496141780281255,0.5710839104681904,-0.030064632607865585
82,-0.1450665660327471,0.5840506213924395,-0.037358377007476774
83,-0.14141015784623398,0.5589410247782806,-0.05533431418782682
84,-0.15305046150767343,0.5896634568566972,-0.007301000392428914
85,-0.15344468338870768,0.5910408657826588,-0.008249617091548051
86,-0.1506019226205891,0.6016411589068115,-0.014390893709613849
87,-0.15358749512880884,0.5905871661568883,-0.0067339050640010355
88,-0.15613855958810727,0.6075950859060786,-0.007017795854312548
89,-0.15387870380927662,0.5798365260776489,-0.012326830489017136
90,-0.15401453654437006,0.5860419573608552,-0.01418888176174668
91,-0.15358097394737721,0.5794725635624463,-0.016966492907442066
92,-0.15303547531706305,0.5784718305764396,-0.02630171640735822
93,-0.14899965729030887,0.5840162509919469,-0.034558054807109946
94,-0.1530126242164883,0.5855822372642124,-0.020638727242832264
95,-0.14958386516741187,0.5831489916795642,-0.03617630435489242
96,-0.15271414737631103,0.5861778634909777,-0.0201967151414104
97,-0.15399078881444817,0.5869550532447974,-0.022579621387351242
98,-0.15404098097003352,0.5877650882471078,-0.020941627458293914
99,-0.15395090125228447,0.5879790968499236,-0.02071547794802945
100,-0.1538752192048333,0.5816322348173072,-0.020752679867138323
101,-0.15530344475605548,0.5955122212469812,-0.021765873493780112
102,-0.15198934512397552,0.577521496292662,-0.048260770006976206
103,-0.1547517469227204,0.5814545741627062,-0.020937057807767848
104,-0.15431451028321527,0.5834437187115071,-0.01696338561225929
105,-0.15461810341425566,0.5829893729234804,-0.02079008561184279
106,-0.156645377931162,0.5976699421759208,-0.021053011483280704
107,-0.15908708987107884,0.6073706658566818,-0.0338962585750939
108,-0.15713093500749473,0.5907410145971287,-0.032909569174982875
109,-0.15774713464231319,0.5928002868335717,-0.019779003135195317
110,-0.158348130346945,0.5996264651519557,-0.02109246092825314
111,-0.1600614190080629,0.6084132831148491,-0.020384515126357427
112,-0.16113061924059574,0.6157983552545634,-0.020672097868848157
113,-0.15996303066594222,0.5998362015550273,-0.03340616682152433
114,-0.161824316249054,0.6105581415190332,-0.02040129280743084
115,-0.15999410999222305,0.5995919111313108,-0.0448297995145685
116,-0.1614818542108017,0.6034051661311348,-0.02009089422273802
117,-0.16107242826797719,0.6091862123925242,-0.03915792326743485
118,-0.1605441513735238,0.5893829353767548,-0.022590926970590487
119,-0.16279932601563438,0.6051852447547937,-0.021214116535142942
120,-0.16364319682102327,0.605177447762729,-0.021192892822569455
121,-0.16246319157046704,0.6189631905675199,-0.04202922115059116
